name,population,latitude,longitude,state,country,percentageOfSessions,,,,
Vale de Nogueiras,181,41.29148806,-7.678508066,,Portugal,,,,,
Vila Verde,181,41.27975915,-8.662168876,,Portugal,,,,,
Vilela,181,41.12592863,-8.306264621,,Portugal,,,,,
Vinagre,181,38.80069333,-9.439062157,,Portugal,,,,,
Alcaidaria,180,39.66102392,-8.777704082,,Portugal,,,,,
Aldeia,180,41.21126589,-8.391706608,,Portugal,,,,,
Arce,180,38.68949687,-8.96584207,,Portugal,,,,,
Areias,180,37.07999056,-7.761852674,,Portugal,,,,,
Bairro Novo Pinhal de Areia,180,38.65959553,-8.97876014,,Portugal,,,,,
Boco,180,41.27863006,-8.119707455,,Portugal,,,,,
Calçada,180,41.40975513,-8.318757087,,Portugal,,,,,
Cancela,180,40.38833363,-8.095699659,,Portugal,,,,,
Casal de Arão,180,40.83314351,-8.366157077,,Portugal,,,,,
Casal Mourão,180,38.95932112,-9.34019519,,Portugal,,,,,
Casconhe,180,41.06136424,-8.16100172,,Portugal,,,,,
Casinha,180,40.92712669,-8.282522742,,Portugal,,,,,
Castedo,180,41.2316893,-7.169330658,,Portugal,,,,,
Chã,180,41.32585045,-7.464994646,,Portugal,,,,,
Chão da Forca,180,39.79756722,-8.106545265,,Portugal,,,,,
Contins,180,41.53475427,-7.175635091,,Portugal,,,,,
Estação da Guia,180,39.9465512,-8.802301449,,Portugal,,,,,
Farinhas,180,41.46475519,-8.54051862,,Portugal,,,,,
Folgosa,180,40.8947792,-7.90038754,,Portugal,,,,,
Fonteita,180,41.25358532,-7.66427523,,Portugal,,,,,
Forninhos,180,40.70454568,-7.556807191,,Portugal,,,,,
Freixial do Meio,180,39.10149518,-9.102792935,,Portugal,,,,,
Gâmbia nascente,180,38.55838787,-8.765920764,,Portugal,,,,,
Girabolhos,180,40.50784527,-7.737395264,,Portugal,,,,,
Lavacolhos,180,40.1310794,-7.617756134,,Portugal,,,,,
Passo,180,41.4670025,-8.398314727,,Portugal,,,,,
Passos/Póvoa,180,41.67293333,-8.466786703,,Portugal,,,,,
Pisões,180,39.7185004,-8.523803593,,Portugal,,,,,
Praia Azul,180,39.11591649,-9.388568265,,Portugal,,,,,
Quinta da Couraça,180,38.69443049,-9.297034144,,Portugal,,,,,
Soalheira,180,41.07677006,-8.260835597,,Portugal,,,,,
Souto,180,41.52306813,-8.643336589,,Portugal,,,,,
Veiga,180,41.62314524,-8.465425894,,Portugal,,,,,
Vila Fernando,180,40.49717131,-7.15224547,,Portugal,,,,,
Alhões,179,40.98428757,-8.012568352,,Portugal,,,,,
Bairro do Zambujeiro,179,38.85846001,-9.157224544,,Portugal,,,,,
Bóbeda,179,41.6985707,-7.51813695,,Portugal,,,,,
Calçadas,179,39.62248598,-8.381115517,,Portugal,,,,,
Carvoeiro,179,39.62384209,-7.923311132,,Portugal,,,,,
Casais de Baixo,179,39.60240444,-8.847672423,,Portugal,,,,,
Estação de Belmonte,179,40.33354725,-7.335913928,,Portugal,,,,,
Estrada,179,41.29778666,-8.108040344,,Portugal,,,,,
Fontaínhas,179,38.54782209,-9.076590268,,Portugal,,,,,
Fortuinhos,179,41.41098606,-8.27825926,,Portugal,,,,,
"Fundo de Vila, Montinho, Porfia e Padrão",179,41.41427119,-8.231118982,,Portugal,,,,,
Geria,179,40.2393344,-8.490464387,,Portugal,,,,,
Igreja,179,41.2322811,-8.188450778,,Portugal,,,,,
Jogo da Bola,179,41.27646237,-8.262789499,,Portugal,,,,,
Ladário,179,40.6991066,-7.739407486,,Portugal,,,,,
Marmelar,179,38.17126262,-7.653360174,,Portugal,,,,,
Modeste,179,41.42238337,-8.648327108,,Portugal,,,,,
Monte da Bera,179,40.1395359,-8.415039929,,Portugal,,,,,
Pinela,179,41.67147224,-6.762529815,,Portugal,,,,,
Pombal,179,41.28358608,-7.356739357,,Portugal,,,,,
Ranha de São João,179,39.86058394,-8.686436856,,Portugal,,,,,
Rãs,179,40.7616993,-7.633267098,,Portugal,,,,,
Retorta,179,41.42727042,-8.188330118,,Portugal,,,,,
Santana,179,41.83769758,-8.872006577,,Portugal,,,,,
Senra,179,41.39829024,-8.448416413,,Portugal,,,,,
Souto da Roda/Padinho,179,41.27309987,-8.665476646,,Portugal,,,,,
Touça,179,41.04589315,-7.23392204,,Portugal,,,,,
Vale de Canas,179,40.20507365,-8.370775594,,Portugal,,,,,
Vila Nova,179,38.91596146,-9.334418159,,Portugal,,,,,
Vila Seca,179,41.24543294,-8.021237189,,Portugal,,,,,
Agra,178,41.33630527,-8.201434245,,Portugal,,,,,
Aldeia dos Matos,178,37.17644712,-8.232048558,,Portugal,,,,,
Arroteia de Cima,178,37.08376527,-7.742030159,,Portugal,,,,,
Bairro Novo,178,41.25001642,-7.765299651,,Portugal,,,,,
Barreiro,178,41.3634606,-8.130672845,,Portugal,,,,,
Cabana e Corujeiras,178,41.23797682,-8.023806672,,Portugal,,,,,
Canadelo,178,41.78665715,-8.571011488,,Portugal,,,,,
Cartaria,178,39.80540532,-8.56385723,,Portugal,,,,,
Carvalha,178,41.97920241,-8.700860437,,Portugal,,,,,
Casais Garridos,178,39.63292346,-8.89589606,,Portugal,,,,,
Cedães,178,41.47310552,-7.10807931,,Portugal,,,,,
Chamusca,178,41.29403717,-8.166193862,,Portugal,,,,,
Cumeira,178,39.46535593,-9.037870478,,Portugal,,,,,
Figueira,178,41.11657561,-8.345361612,,Portugal,,,,,
Gandra,178,41.39178252,-8.614008812,,Portugal,,,,,
Gogim,178,41.08041533,-7.671267197,,Portugal,,,,,
Juncais de Baixo,178,39.56798967,-8.414033553,,Portugal,,,,,
Lagoa do Grou,178,39.7607401,-8.491501315,,Portugal,,,,,
Lameiro do Mar,178,40.53400032,-8.688808453,,Portugal,,,,,
Moinhos,178,41.46839976,-8.507523051,,Portugal,,,,,
Padrão,178,39.72891635,-8.746195427,,Portugal,,,,,
Rego de Água,178,38.63543312,-9.014394028,,Portugal,,,,,
Reguengo,178,39.29711785,-7.393030078,,Portugal,,,,,
Ribeira,178,41.4693633,-8.149232899,,Portugal,,,,,
Seara,178,41.77332183,-7.49106922,,Portugal,,,,,
Sobrado,178,37.17111651,-8.325305356,,Portugal,,,,,
Travanca,178,40.73029838,-8.192592458,,Portugal,,,,,
Vila Verde de Oura,178,41.63117789,-7.552735055,,Portugal,,,,,
Agrêlo,177,41.41217943,-8.43894379,,Portugal,,,,,
Arrifana,177,39.24367792,-8.889827421,,Portugal,,,,,
Bouças de Pia,177,41.3503363,-8.218101544,,Portugal,,,,,
Cabeço,177,40.49306687,-8.606757016,,Portugal,,,,,
Calvário,177,41.58906179,-8.781565878,,Portugal,,,,,
Carapinheira,177,40.24070815,-8.364414196,,Portugal,,,,,
Casais de Vila e Carmo,177,41.10247611,-8.201298248,,Portugal,,,,,
Celorico Gare,177,40.66733856,-7.380493467,,Portugal,,,,,
Chãs,177,40.17275623,-8.344792445,,Portugal,,,,,
Custóias,177,41.10210591,-7.321500964,,Portugal,,,,,
Eiriz,177,41.55132733,-7.579134063,,Portugal,,,,,
Ermidas Aldeia,177,38.00014667,-8.381042947,,Portugal,,,,,
Feitais e Ribeiros,177,41.21711664,-8.246544646,,Portugal,,,,,
Granja Nova,177,41.03143312,-7.721643494,,Portugal,,,,,
Lagarteira,177,41.45191007,-8.398940878,,Portugal,,,,,
Lares,177,40.12949313,-8.782321078,,Portugal,,,,,
Linheira,177,41.22305662,-8.308965575,,Portugal,,,,,
Mira Villas,177,40.43683353,-8.787188163,,Portugal,,,,,
Monte,177,41.28412967,-8.165397901,,Portugal,,,,,
Mós,177,41.16023099,-6.906016295,,Portugal,,,,,
Mosteirô,177,40.96361524,-8.382806826,,Portugal,,,,,
Paço,177,41.23390216,-8.269617133,,Portugal,,,,,
Palhais,177,41.32903647,-8.345335197,,Portugal,,,,,
Pederneira,177,39.75476701,-8.569781943,,Portugal,,,,,
Pedreira,177,41.95802462,-8.705051066,,Portugal,,,,,
Perboi de Baixo,177,40.38778464,-8.672787681,,Portugal,,,,,
Portelas,177,41.34801786,-8.355866622,,Portugal,,,,,
Póvoa,177,41.2672142,-8.502492834,,Portugal,,,,,
Praia D'EL Rey,177,39.38868163,-9.282232416,,Portugal,,,,,
Quinta do Sobral,177,37.20985585,-7.478954723,,Portugal,,,,,
Ribeira da Penha Longa,177,38.76093431,-9.393449411,,Portugal,,,,,
Ribeira de Alte,177,37.20640741,-8.216144737,,Portugal,,,,,
Sanguinhedo,177,40.79558956,-7.819032578,,Portugal,,,,,
São Pedro,177,40.48283452,-8.413392027,,Portugal,,,,,
Teamonde,177,40.87402926,-8.404835996,,Portugal,,,,,
Agualva de Cima Nascente,176,38.62333099,-8.702978747,,Portugal,,,,,
Algaça,176,40.20547514,-8.290916622,,Portugal,,,,,
Aveloso,176,40.93178341,-7.316738788,,Portugal,,,,,
Barra,176,40.09546661,-8.778629274,,Portugal,,,,,
Barroco,176,41.41781998,-8.597991772,,Portugal,,,,,
Bouça Boa,176,41.55505418,-8.466274509,,Portugal,,,,,
Carcavelos,176,41.50010271,-8.4969517,,Portugal,,,,,
Carvalha,176,40.49948111,-8.576739187,,Portugal,,,,,
Carvalhal do Pombo,176,39.57309458,-8.526317831,,Portugal,,,,,
Casal Branco,176,39.62242282,-8.605617203,,Portugal,,,,,
Casal da Nogueira,176,39.57551842,-8.861935995,,Portugal,,,,,
Cetos,176,40.93943747,-7.968908902,,Portugal,,,,,
Chamuscada,176,41.42457759,-8.604763067,,Portugal,,,,,
Costa,176,40.91891716,-8.312279962,,Portugal,,,,,
Gandarela,176,41.9541623,-8.725086,,Portugal,,,,,
Genço e Couto,176,41.79667281,-8.555271112,,Portugal,,,,,
Gouxaria,176,39.27727997,-9.014584941,,Portugal,,,,,
Guarda,176,41.33775126,-8.354437904,,Portugal,,,,,
Jugueiros,176,41.10838321,-8.283385981,,Portugal,,,,,
Manhufe,176,41.26346418,-8.155342868,,Portugal,,,,,
Miraz,176,41.16859141,-8.107204868,,Portugal,,,,,
Mondim,176,41.1420141,-8.131447438,,Portugal,,,,,
Nabais,176,40.90895242,-8.390585077,,Portugal,,,,,
Neiva,176,41.61847552,-8.711540342,,Portugal,,,,,
Paraduça,176,40.76380613,-7.942497914,,Portugal,,,,,
Pombal,176,41.36680969,-8.425107728,,Portugal,,,,,
Ponte,176,41.80564981,-8.832929684,,Portugal,,,,,
Redufe,176,41.52748353,-8.29136978,,Portugal,,,,,
Ribeira,176,41.48861355,-8.357074223,,Portugal,,,,,
Ribeiral,176,41.14673963,-7.957026763,,Portugal,,,,,
Sá,176,41.67536155,-7.348797073,,Portugal,,,,,
Senra,176,41.39388419,-8.370963181,,Portugal,,,,,
Torre e Cercas,176,37.19843557,-8.395610455,,Portugal,,,,,
Vale Frade,176,39.74571394,-8.844654889,,Portugal,,,,,
Vila de Barba,176,40.42077071,-8.147363918,,Portugal,,,,,
Aldeia Nova,175,40.71000504,-7.434767152,,Portugal,,,,,
Boavista,175,41.31056927,-8.344030096,,Portugal,,,,,
Boavista,175,40.7393668,-8.545683544,,Portugal,,,,,
Cadriceira,175,39.02968626,-9.231497353,,Portugal,,,,,
Casal Diz,175,40.66167498,-7.746291412,,Portugal,,,,,
Casalinhos,175,40.04915276,-8.644352468,,Portugal,,,,,
Castelo,175,41.36425556,-8.050608832,,Portugal,,,,,
Catraia de São Romão,175,40.4005244,-7.739416539,,Portugal,,,,,
Costeira,175,41.30776313,-8.343943419,,Portugal,,,,,
Cruzeiro,175,41.10326135,-8.190279975,,Portugal,,,,,
Fartaria,175,39.69334196,-8.629703888,,Portugal,,,,,
Fontainhas,175,41.15162448,-8.294998938,,Portugal,,,,,
Fonte da Pedra,175,39.36009264,-8.691775698,,Portugal,,,,,
Infantes,175,39.41377903,-9.081032856,,Portugal,,,,,
Junqueiro,175,41.66543909,-8.771143218,,Portugal,,,,,
Monte e Ermo,175,41.47800082,-8.201529566,,Portugal,,,,,
Pinheiros,175,41.28099711,-8.210156823,,Portugal,,,,,
Ponte Nova,175,41.52024336,-8.436765282,,Portugal,,,,,
Pontelha,175,41.6267134,-8.779359175,,Portugal,,,,,
Póvoa de Além,175,39.14774618,-9.350174506,,Portugal,,,,,
Recreio,175,41.4363234,-8.720438406,,Portugal,,,,,
Vale da Abrunheira,175,38.57066361,-8.793251421,,Portugal,,,,,
Vale da Ursa,175,37.10956175,-8.291615578,,Portugal,,,,,
Vale de Vez,175,38.98727145,-9.183924731,,Portugal,,,,,
Ventozelo,175,41.28251543,-6.585281887,,Portugal,,,,,
Vila,175,40.93072604,-8.370175737,,Portugal,,,,,
Vila Nova,175,38.92025245,-9.139321609,,Portugal,,,,,
Barreiro,174,41.41098462,-8.325651578,,Portugal,,,,,
Bouça Godinha,174,41.33601844,-8.275493266,,Portugal,,,,,
Bouças,174,41.13955078,-8.360240179,,Portugal,,,,,
Brejo,174,39.92152076,-8.436558053,,Portugal,,,,,
Cangostas,174,41.57451713,-8.605173361,,Portugal,,,,,
Capeludos,174,41.62421794,-7.629245147,,Portugal,,,,,
Caria,174,40.70981136,-8.029139303,,Portugal,,,,,
Casas de Monforte,174,41.78609535,-7.333756969,,Portugal,,,,,
Cavadas,174,41.0823829,-8.425667357,,Portugal,,,,,
Corte Sines,174,37.70898398,-7.608413438,,Portugal,,,,,
Estremadouro,174,41.12805894,-8.234771314,,Portugal,,,,,
Felgueiras,174,41.36174835,-8.588534094,,Portugal,,,,,
Granja de Baixo,174,40.59926471,-8.579071969,,Portugal,,,,,
Grovas,174,41.79741197,-8.809660543,,Portugal,,,,,
Lamela,174,41.39145612,-8.455404553,,Portugal,,,,,
Lourosa,174,40.31844575,-7.931514637,,Portugal,,,,,
Maladão,174,40.23947601,-8.099348576,,Portugal,,,,,
Moinho/Sol,174,41.27978921,-8.315252644,,Portugal,,,,,
Murtais,174,38.94040343,-9.374364016,,Portugal,,,,,
Numão,174,41.09465299,-7.291830954,,Portugal,,,,,
Paço,174,41.46484508,-8.317550041,,Portugal,,,,,
Palheiros,174,40.20158857,-8.360704886,,Portugal,,,,,
Pedrosas,174,41.48453852,-8.432534556,,Portugal,,,,,
Pinheiro de Baixo,174,40.58951647,-7.800249884,,Portugal,,,,,
Pomares,174,40.27055532,-7.894174154,,Portugal,,,,,
Queixoperra,174,39.55390855,-8.07248293,,Portugal,,,,,
Reguenga,174,40.95540884,-8.445446019,,Portugal,,,,,
Rendo,174,41.31923186,-8.702220823,,Portugal,,,,,
Senhora da Luz,174,41.26643544,-8.362699675,,Portugal,,,,,
Sobreiros,174,41.30599504,-8.11777385,,Portugal,,,,,
Souto,174,39.57584877,-8.236811457,,Portugal,,,,,
Vila Nova,174,41.18271801,-8.390853208,,Portugal,,,,,
Aldeia Nova,173,41.27721221,-8.394247319,,Portugal,,,,,
Ameixieira,173,40.90243017,-8.431051443,,Portugal,,,,,
Antas,173,40.94225411,-7.388036609,,Portugal,,,,,
Apeada,173,40.58570916,-8.674003932,,Portugal,,,,,
Assento,173,41.51820423,-8.479256433,,Portugal,,,,,
"Bairro, Lajinhas, Lata, Ribeira e Crasto",173,41.48531783,-8.198778145,,Portugal,,,,,
Barrada,173,39.41543972,-8.067323823,,Portugal,,,,,
Brejos Pequenos,173,38.55136384,-8.998177988,,Portugal,,,,,
Campina,173,37.14053789,-8.13047714,,Portugal,,,,,
Carvalha,173,38.97826499,-9.105258536,,Portugal,,,,,
Castanheira de Cima,173,41.19244683,-8.269773943,,Portugal,,,,,
Covelinhas,173,41.15653799,-7.683489174,,Portugal,,,,,
Eira Nova,173,41.26984241,-8.106975562,,Portugal,,,,,
Esperança,173,41.54222871,-8.458511413,,Portugal,,,,,
Fonte e Passos,173,41.29397682,-8.697191669,,Portugal,,,,,
Franco,173,41.43216825,-7.342843162,,Portugal,,,,,
Lagariça,173,38.83993185,-9.1988118,,Portugal,,,,,
Marinha da Mendiga,173,39.51259164,-8.841586114,,Portugal,,,,,
Monte da Ola,173,41.66442392,-8.775081073,,Portugal,,,,,
Panque,173,41.63638784,-8.592506407,,Portugal,,,,,
Passos,173,40.90675856,-8.417342402,,Portugal,,,,,
"Pequite, Magurre e Fontelas",173,41.45479483,-8.194322173,,Portugal,,,,,
Peredo,173,41.42805218,-6.868483756,,Portugal,,,,,
Pinhal,173,41.30453322,-8.734993807,,Portugal,,,,,
Pinheirinho,173,40.36255941,-8.106264168,,Portugal,,,,,
Portela,173,41.16371715,-8.292180868,,Portugal,,,,,
Quinta da Regada da Pedra,173,40.67649174,-7.73443533,,Portugal,,,,,
Regatinha,173,40.53793956,-8.542905367,,Portugal,,,,,
Ribeira da Azenha,173,37.80513261,-8.767706924,,Portugal,,,,,
Silgueiros,173,40.71265195,-8.011289067,,Portugal,,,,,
Sonhim,173,41.42382891,-8.759003121,,Portugal,,,,,
Sorrego,173,41.41748197,-8.427395278,,Portugal,,,,,
Vale Queimado,173,39.02656534,-8.748522525,,Portugal,,,,,
Valinho da Cruz,173,39.7511555,-8.851827773,,Portugal,,,,,
Vila Garcia,173,40.51542906,-7.177781167,,Portugal,,,,,
Vila Nova de São Pedro,173,39.21011877,-8.843263839,,Portugal,,,,,
Vinha Dama,173,41.41320497,-8.408628192,,Portugal,,,,,
Abobeleira,172,41.32846024,-7.691708634,,Portugal,,,,,
Ançada,172,40.60143642,-7.783274063,,Portugal,,,,,
Barrabés,172,37.14802974,-7.873949943,,Portugal,,,,,
Boco,172,38.91712874,-9.353663588,,Portugal,,,,,
Bolelas,172,38.87148133,-9.392029331,,Portugal,,,,,
Cadém,172,41.68040663,-8.536693765,,Portugal,,,,,
Canedo de Além,172,40.78285362,-8.616422035,,Portugal,,,,,
Castro Vicente,172,41.37912638,-6.840079821,,Portugal,,,,,
Cortageira,172,38.61739625,-9.004003761,,Portugal,,,,,
Cruz,172,41.00492499,-8.186563406,,Portugal,,,,,
Devesa,172,41.42279965,-8.368768024,,Portugal,,,,,
Freineda,172,40.58532782,-6.8934099,,Portugal,,,,,
Gouviães,172,41.05357003,-7.751838516,,Portugal,,,,,
Marvão,172,39.01021804,-9.40294189,,Portugal,,,,,
Moimenta,172,41.4914652,-8.467740174,,Portugal,,,,,
Moinhos,172,41.34489776,-8.667982587,,Portugal,,,,,
Monte,172,41.31291933,-8.163636587,,Portugal,,,,,
Montouro,172,40.46043581,-8.615693317,,Portugal,,,,,
Mosteiro,172,40.8180016,-8.422556247,,Portugal,,,,,
Póvoa,172,39.657227,-8.406000636,,Portugal,,,,,
Póvoa do Vale Trigo,172,40.52370398,-8.373674157,,Portugal,,,,,
Sanfins,172,41.59654453,-7.350043396,,Portugal,,,,,
Santa Bárbara de Padrões,172,37.63668006,-7.986151557,,Portugal,,,,,
São Bento,172,41.53015012,-8.292798448,,Portugal,,,,,
Serra de Água e Leite,172,41.28873637,-8.155228741,,Portugal,,,,,
Sobreiro,172,40.6225715,-8.401063512,,Portugal,,,,,
Tinocos de Baixo,172,41.57443583,-8.291787636,,Portugal,,,,,
Torres,172,40.41411531,-8.559412417,,Portugal,,,,,
Vale do Pereiro,172,38.74334494,-7.816321086,,Portugal,,,,,
Vale Telheiro,172,37.16347183,-8.038637031,,Portugal,,,,,
Vales,172,41.58852054,-8.615416567,,Portugal,,,,,
Vila,172,39.87713445,-8.33601149,,Portugal,,,,,
Zambujal,172,39.51095344,-8.946556887,,Portugal,,,,,
Agrela de Cima,171,41.00598051,-8.508947814,,Portugal,,,,,
Águas Boas,171,40.85491167,-7.625286207,,Portugal,,,,,
Aldeia da Piedade,171,38.49740637,-9.039325895,,Portugal,,,,,
Aldeia de Santa Margarida,171,40.06325798,-7.276290772,,Portugal,,,,,
Areeiro,171,39.50088666,-8.994873869,,Portugal,,,,,
Barrega,171,41.39618682,-8.077137969,,Portugal,,,,,
Barreira de Água,171,39.60914521,-8.725192132,,Portugal,,,,,
Barreiro,171,41.56328968,-8.654544582,,Portugal,,,,,
Cabeça Gorda,171,39.28431885,-8.863189918,,Portugal,,,,,
Carapeto,171,37.15958,-7.584960399,,Portugal,,,,,
Casais,171,41.25232615,-8.258888326,,Portugal,,,,,
Cruz de João Mendes,171,38.08867631,-8.639091825,,Portugal,,,,,
Fonte do Oleiro,171,39.62582428,-8.814024105,,Portugal,,,,,
Fráguas,171,39.37814767,-8.855500279,,Portugal,,,,,
Guilhovai,171,41.42887888,-8.552218852,,Portugal,,,,,
Hortinhas,171,38.6107206,-7.449669921,,Portugal,,,,,
Igreja,171,41.11261221,-8.345439318,,Portugal,,,,,
Lagoa Cheia,171,38.72831592,-8.950727941,,Portugal,,,,,
Lameira de São Geraldo,171,40.38258311,-8.401919941,,Portugal,,,,,
Moçâmedes,171,40.72621663,-8.029780871,,Portugal,,,,,
Panascos,171,39.57515401,-8.122316854,,Portugal,,,,,
Passos,171,41.07745291,-8.192208152,,Portugal,,,,,
Portela,171,41.4039082,-8.700182484,,Portugal,,,,,
Rio de Mel,171,40.79247394,-7.938145341,,Portugal,,,,,
Roriz,171,41.90161969,-8.592235737,,Portugal,,,,,
Sanguinheira de Cima,171,40.31988675,-8.709135667,,Portugal,,,,,
São Pedro,171,41.19789689,-8.174705252,,Portugal,,,,,
Serra,171,39.59981415,-8.303680628,,Portugal,,,,,
Serra de São Julião,171,39.09253268,-9.167277197,,Portugal,,,,,
Valverde,171,37.06771778,-8.031030716,,Portugal,,,,,
Vaqueiros,171,39.41398539,-8.646633807,,Portugal,,,,,
Verdial,171,41.45859517,-8.250072082,,Portugal,,,,,
Vila,171,41.2250333,-8.380060412,,Portugal,,,,,
Vila Chã,171,41.0075302,-8.191348883,,Portugal,,,,,
Zibreira de Fetais,171,39.02403367,-9.104037618,,Portugal,,,,,
Bairral e Pombal,170,41.13649202,-8.208371521,,Portugal,,,,,
Barreiras,170,41.32327845,-8.32977686,,Portugal,,,,,
Boavista,170,40.95808488,-8.618960139,,Portugal,,,,,
Bonitos,170,39.99670956,-8.621872663,,Portugal,,,,,
Bouzinde,170,41.23171892,-8.356131412,,Portugal,,,,,
Brogal,170,39.72353854,-8.836861557,,Portugal,,,,,
Casal das Aboboreiras,170,39.63637481,-8.340885164,,Portugal,,,,,
Casal d'Era,170,41.46754302,-8.539996332,,Portugal,,,,,
Casal Pinheiro,170,39.51216322,-8.993536297,,Portugal,,,,,
Chedas,170,41.25918271,-8.024306776,,Portugal,,,,,
Corte Real,170,41.41326379,-8.264400513,,Portugal,,,,,
Corujeira,170,39.28193585,-9.024962797,,Portugal,,,,,
Demó,170,39.59938759,-8.730455431,,Portugal,,,,,
Fragosela de Baixo,170,40.63496191,-7.848621282,,Portugal,,,,,
Lamelas,170,41.3670177,-8.284556492,,Portugal,,,,,
Lamosa,170,40.88676668,-7.619217661,,Portugal,,,,,
Matosos,170,39.95148574,-8.611823743,,Portugal,,,,,
Mogueira,170,41.20161505,-8.358814302,,Portugal,,,,,
Moita,170,40.44166966,-8.654642385,,Portugal,,,,,
Nespereira,170,40.67357549,-7.783307973,,Portugal,,,,,
Outeiro,170,41.33856764,-7.748035492,,Portugal,,,,,
Paço e Feiteira,170,41.55828687,-8.66277497,,Portugal,,,,,
Peral,170,37.12890119,-7.853591493,,Portugal,,,,,
Poço dos Ferreiros,170,37.15761273,-7.899672051,,Portugal,,,,,
Proença-a-Velha,170,40.02628151,-7.24051049,,Portugal,,,,,
Real de Farminhão,170,40.60912559,-8.01865405,,Portugal,,,,,
Sanfins,170,41.0203347,-7.720760588,,Portugal,,,,,
Torre,170,40.20634459,-8.665473817,,Portugal,,,,,
Vil de Matos,170,40.2837485,-8.486877398,,Portugal,,,,,
Vila Cova do Covelo,170,40.66564078,-7.604657259,,Portugal,,,,,
Vinhas da Guarda,170,38.7181899,-8.995513005,,Portugal,,,,,
Alto do Poço,169,37.14291548,-8.583278042,,Portugal,,,,,
Alvarim,169,40.45987296,-8.124718309,,Portugal,,,,,
Ameixial,169,37.36254851,-7.961716237,,Portugal,,,,,
Ataíja de Baixo,169,39.54179431,-8.911037503,,Portugal,,,,,
Belmonte Baixo,169,37.01858876,-7.868578435,,Portugal,,,,,
Bizarros,169,40.29509822,-8.73264361,,Portugal,,,,,
Cadaval,169,41.39543461,-7.487963661,,Portugal,,,,,
Canelas,169,40.4743066,-8.372806227,,Portugal,,,,,
Carregal,169,40.91000639,-7.576299107,,Portugal,,,,,
Casais,169,39.79512976,-8.822744143,,Portugal,,,,,
Casal do Gaio,169,40.27670253,-8.652684632,,Portugal,,,,,
Corredoura,169,41.47713547,-8.353326015,,Portugal,,,,,
Cruzeiro,169,41.1516916,-8.267427207,,Portugal,,,,,
Fazendas do Pontal,169,38.69174271,-8.620591085,,Portugal,,,,,
Ferradeira,169,37.04729566,-7.890866246,,Portugal,,,,,
Juncais,169,40.60748443,-7.510108986,,Portugal,,,,,
Lombão,169,40.81154974,-8.583532656,,Portugal,,,,,
Mó,169,41.28528947,-8.126669377,,Portugal,,,,,
Moreanes,169,37.64565866,-7.560912352,,Portugal,,,,,
Ribeira de Fráguas,169,39.36754453,-8.849805199,,Portugal,,,,,
Sabariz,169,41.67221632,-8.755815775,,Portugal,,,,,
São Salvador,169,39.21208527,-8.997997495,,Portugal,,,,,
Seides,169,41.5622876,-8.285188659,,Portugal,,,,,
Silveira,169,40.67600383,-8.328030167,,Portugal,,,,,
Sonega,169,37.86618391,-8.720247191,,Portugal,,,,,
Tarrio,169,41.13642438,-8.132736921,,Portugal,,,,,
Vale de Lamas,169,41.82724643,-6.718633502,,Portugal,,,,,
Valinho de Fátima,169,39.59460073,-8.651971363,,Portugal,,,,,
Vila Nova,169,40.41357744,-8.216033885,,Portugal,,,,,
Vinças,169,41.24200797,-8.320091317,,Portugal,,,,,
Albergue,168,40.51228646,-8.612413265,,Portugal,,,,,
Alto do Foz,168,39.29505079,-9.318112669,,Portugal,,,,,
Arrifaninha,168,40.872645,-8.415472037,,Portugal,,,,,
Avelanoso,168,41.65617147,-6.424747664,,Portugal,,,,,
Babe,168,41.82171343,-6.632802495,,Portugal,,,,,
Cardanha,168,41.25398406,-7.036577919,,Portugal,,,,,
Coura,168,41.22478261,-8.136007407,,Portugal,,,,,
Crasto,168,41.4884509,-8.502981326,,Portugal,,,,,
Escapães,168,40.37603639,-8.505787837,,Portugal,,,,,
Fontambom,168,41.07198836,-8.264514564,,Portugal,,,,,
Fonte Longa,168,39.39662831,-8.909534032,,Portugal,,,,,
Fráguas,168,40.84102081,-7.767011482,,Portugal,,,,,
Freixo,168,40.13585976,-8.245800117,,Portugal,,,,,
Godinho,168,41.00126091,-8.474510666,,Portugal,,,,,
Graciosa,168,40.78315193,-8.515396833,,Portugal,,,,,
Lograssol,168,40.38172652,-8.409084772,,Portugal,,,,,
Masgalos,168,40.68208362,-7.992056189,,Portugal,,,,,
Mirelo,168,41.28537741,-8.413276244,,Portugal,,,,,
Moinhos,168,41.59834276,-8.419162151,,Portugal,,,,,
Navió,168,41.641105,-8.626440924,,Portugal,,,,,
Pinhal do Cabedal,168,38.48328187,-9.116772242,,Portugal,,,,,
Portalegre-Oeste,168,39.28692696,-7.439485234,,Portugal,,,,,
Portela do Vale da Grunha,168,39.6902994,-8.898627956,,Portugal,,,,,
Rego,168,41.97394861,-8.70631389,,Portugal,,,,,
Regueira do Seixo,168,40.51822549,-8.412775975,,Portugal,,,,,
Remondes,168,41.37815052,-6.761265279,,Portugal,,,,,
Risca Silva,168,40.21541073,-8.247405521,,Portugal,,,,,
Santa Eufémia,168,40.54967642,-8.484204833,,Portugal,,,,,
Sarzedela,168,39.93265229,-8.445999188,,Portugal,,,,,
Sobreiro,168,41.62786495,-8.460895704,,Portugal,,,,,
Soutelo,168,41.6050992,-8.194641136,,Portugal,,,,,
Vales de Cardigos,168,39.73173808,-7.977372061,,Portugal,,,,,
